filename;class;repository
rotten_plum_197.png;rotten;train
unaffected_plum_1067.png;unaffected;train
rotten_plum_392.png;rotten;train
unripe_plum_594.png;unripe;train
unaffected_plum_999.png;unaffected;train
rotten_plum_612.png;rotten;train
unripe_plum_769.png;unripe;train
cracked_plum_41.png;cracked;train
unaffected_plum_1183.png;unaffected;train
unaffected_plum_1218.png;unaffected;train
rotten_plum_383.png;rotten;train
unripe_plum_326.png;unripe;train
unaffected_plum_621.png;unaffected;train
bruised_plum_309.png;bruised;train
rotten_plum_590.png;rotten;train
cracked_plum_76.png;cracked;train
spotted_plum_612.png;spotted;train
unripe_plum_322.png;unripe;train
bruised_plum_275.png;bruised;train
unripe_plum_321.png;unripe;train
spotted_plum_445.png;spotted;train
unaffected_plum_1570.png;unaffected;train
rotten_plum_393.png;rotten;train
unripe_plum_437.png;unripe;train
unaffected_plum_773.png;unaffected;train
unripe_plum_87.png;unripe;train
unaffected_plum_1287.png;unaffected;train
unripe_plum_501.png;unripe;train
unaffected_plum_1581.png;unaffected;train
spotted_plum_494.png;spotted;train
rotten_plum_350.png;rotten;train
unaffected_plum_14.png;unaffected;train
spotted_plum_411.png;spotted;train
unripe_plum_26.png;unripe;train
rotten_plum_58.png;rotten;train
unaffected_plum_1499.png;unaffected;train
rotten_plum_530.png;rotten;train
rotten_plum_346.png;rotten;train
spotted_plum_185.png;spotted;train
unaffected_plum_1140.png;unaffected;train
unaffected_plum_425.png;unaffected;train
unaffected_plum_470.png;unaffected;train
unripe_plum_246.png;unripe;train
spotted_plum_616.png;spotted;train
unripe_plum_539.png;unripe;train
bruised_plum_250.png;bruised;train
rotten_plum_112.png;rotten;train
rotten_plum_401.png;rotten;train
spotted_plum_461.png;spotted;train
unripe_plum_680.png;unripe;train
bruised_plum_232.png;bruised;train
unaffected_plum_1654.png;unaffected;train
rotten_plum_18.png;rotten;train
unripe_plum_627.png;unripe;train
unripe_plum_140.png;unripe;train
rotten_plum_147.png;rotten;train
unaffected_plum_565.png;unaffected;train
rotten_plum_458.png;rotten;train
spotted_plum_222.png;spotted;train
unaffected_plum_116.png;unaffected;train
spotted_plum_208.png;spotted;train
unripe_plum_688.png;unripe;train
spotted_plum_589.png;spotted;train
spotted_plum_41.png;spotted;train
unripe_plum_629.png;unripe;train
unaffected_plum_1623.png;unaffected;train
unaffected_plum_592.png;unaffected;train
rotten_plum_429.png;rotten;train
spotted_plum_718.png;spotted;train
rotten_plum_257.png;rotten;train
rotten_plum_186.png;rotten;train
unaffected_plum_948.png;unaffected;train
unripe_plum_306.png;unripe;train
unaffected_plum_549.png;unaffected;train
bruised_plum_270.png;bruised;train
unaffected_plum_1438.png;unaffected;train
unaffected_plum_193.png;unaffected;train
unaffected_plum_471.png;unaffected;train
unaffected_plum_664.png;unaffected;train
unaffected_plum_187.png;unaffected;train
spotted_plum_319.png;spotted;train
bruised_plum_136.png;bruised;train
unripe_plum_301.png;unripe;train
cracked_plum_161.png;cracked;train
unaffected_plum_84.png;unaffected;train
unripe_plum_56.png;unripe;train
unripe_plum_258.png;unripe;train
spotted_plum_495.png;spotted;train
cracked_plum_47.png;cracked;train
unripe_plum_47.png;unripe;train
unripe_plum_537.png;unripe;train
unaffected_plum_1102.png;unaffected;train
unaffected_plum_1081.png;unaffected;train
spotted_plum_537.png;spotted;train
spotted_plum_79.png;spotted;train
unaffected_plum_1333.png;unaffected;train
unaffected_plum_209.png;unaffected;train
unaffected_plum_1364.png;unaffected;train
bruised_plum_246.png;bruised;train
spotted_plum_179.png;spotted;train
spotted_plum_560.png;spotted;train
unripe_plum_208.png;unripe;train
bruised_plum_206.png;bruised;train
cracked_plum_23.png;cracked;train
rotten_plum_163.png;rotten;train
unripe_plum_741.png;unripe;train
unaffected_plum_1510.png;unaffected;train
unripe_plum_105.png;unripe;train
spotted_plum_700.png;spotted;train
unripe_plum_441.png;unripe;train
unaffected_plum_111.png;unaffected;train
unripe_plum_659.png;unripe;train
rotten_plum_405.png;rotten;train
unaffected_plum_1677.png;unaffected;train
unripe_plum_106.png;unripe;train
unaffected_plum_938.png;unaffected;train
unaffected_plum_1432.png;unaffected;train
rotten_plum_92.png;rotten;train
spotted_plum_94.png;spotted;train
spotted_plum_381.png;spotted;train
unripe_plum_620.png;unripe;train
rotten_plum_450.png;rotten;train
unaffected_plum_956.png;unaffected;train
unaffected_plum_237.png;unaffected;train
spotted_plum_144.png;spotted;train
unaffected_plum_1177.png;unaffected;train
unaffected_plum_605.png;unaffected;train
unaffected_plum_555.png;unaffected;train
unripe_plum_463.png;unripe;train
unaffected_plum_1342.png;unaffected;train
unaffected_plum_152.png;unaffected;train
spotted_plum_140.png;spotted;train
unaffected_plum_1407.png;unaffected;train
rotten_plum_641.png;rotten;train
spotted_plum_548.png;spotted;train
unripe_plum_352.png;unripe;train
unripe_plum_418.png;unripe;train
cracked_plum_97.png;cracked;train
cracked_plum_84.png;cracked;train
bruised_plum_55.png;bruised;train
unaffected_plum_866.png;unaffected;train
unaffected_plum_1088.png;unaffected;train
bruised_plum_165.png;bruised;train
spotted_plum_743.png;spotted;train
unripe_plum_612.png;unripe;train
unaffected_plum_1701.png;unaffected;train
unaffected_plum_1136.png;unaffected;train
unripe_plum_662.png;unripe;train
unaffected_plum_576.png;unaffected;train
rotten_plum_23.png;rotten;train
rotten_plum_85.png;rotten;train
unaffected_plum_1516.png;unaffected;train
spotted_plum_276.png;spotted;train
rotten_plum_531.png;rotten;train
unaffected_plum_455.png;unaffected;train
spotted_plum_133.png;spotted;train
unripe_plum_402.png;unripe;train
unaffected_plum_371.png;unaffected;train
cracked_plum_96.png;cracked;train
rotten_plum_118.png;rotten;train
spotted_plum_171.png;spotted;train
spotted_plum_500.png;spotted;train
unaffected_plum_1116.png;unaffected;train
unaffected_plum_700.png;unaffected;train
rotten_plum_317.png;rotten;train
rotten_plum_600.png;rotten;train
unripe_plum_335.png;unripe;train
unaffected_plum_1234.png;unaffected;train
cracked_plum_31.png;cracked;train
spotted_plum_543.png;spotted;train
bruised_plum_225.png;bruised;train
rotten_plum_477.png;rotten;train
unaffected_plum_1297.png;unaffected;train
unaffected_plum_1263.png;unaffected;train
unripe_plum_814.png;unripe;train
unaffected_plum_1090.png;unaffected;train
cracked_plum_67.png;cracked;train
rotten_plum_645.png;rotten;train
spotted_plum_158.png;spotted;train
rotten_plum_462.png;rotten;train
unaffected_plum_500.png;unaffected;train
unripe_plum_375.png;unripe;train
bruised_plum_67.png;bruised;train
bruised_plum_262.png;bruised;train
rotten_plum_604.png;rotten;train
rotten_plum_303.png;rotten;train
unripe_plum_15.png;unripe;train
unripe_plum_144.png;unripe;train
rotten_plum_646.png;rotten;train
unaffected_plum_1430.png;unaffected;train
spotted_plum_649.png;spotted;train
unaffected_plum_954.png;unaffected;train
spotted_plum_63.png;spotted;train
unaffected_plum_299.png;unaffected;train
rotten_plum_710.png;rotten;train
rotten_plum_553.png;rotten;train
unripe_plum_571.png;unripe;train
unaffected_plum_975.png;unaffected;train
rotten_plum_571.png;rotten;train
rotten_plum_49.png;rotten;train
unaffected_plum_206.png;unaffected;train
unripe_plum_776.png;unripe;train
unaffected_plum_468.png;unaffected;train
rotten_plum_667.png;rotten;train
rotten_plum_464.png;rotten;train
spotted_plum_626.png;spotted;train
spotted_plum_759.png;spotted;train
rotten_plum_104.png;rotten;train
unaffected_plum_437.png;unaffected;train
unaffected_plum_298.png;unaffected;train
unaffected_plum_1453.png;unaffected;train
unaffected_plum_879.png;unaffected;train
unaffected_plum_1681.png;unaffected;train
unaffected_plum_345.png;unaffected;train
bruised_plum_108.png;bruised;train
unripe_plum_18.png;unripe;train
unaffected_plum_128.png;unaffected;train
rotten_plum_658.png;rotten;train
unripe_plum_565.png;unripe;train
unaffected_plum_1436.png;unaffected;train
rotten_plum_210.png;rotten;train
unaffected_plum_326.png;unaffected;train
unaffected_plum_69.png;unaffected;train
unripe_plum_4.png;unripe;train
unaffected_plum_200.png;unaffected;train
unripe_plum_337.png;unripe;train
bruised_plum_113.png;bruised;train
unripe_plum_444.png;unripe;train
unaffected_plum_1053.png;unaffected;train
unaffected_plum_1137.png;unaffected;train
spotted_plum_569.png;spotted;train
unripe_plum_665.png;unripe;train
unripe_plum_708.png;unripe;train
unripe_plum_156.png;unripe;train
spotted_plum_58.png;spotted;train
unaffected_plum_1246.png;unaffected;train
rotten_plum_35.png;rotten;train
unripe_plum_641.png;unripe;train
bruised_plum_79.png;bruised;train
unripe_plum_718.png;unripe;train
spotted_plum_640.png;spotted;train
bruised_plum_74.png;bruised;train
unaffected_plum_330.png;unaffected;train
spotted_plum_266.png;spotted;train
unripe_plum_469.png;unripe;train
spotted_plum_119.png;spotted;train
rotten_plum_246.png;rotten;train
cracked_plum_39.png;cracked;train
unaffected_plum_1521.png;unaffected;train
unaffected_plum_1193.png;unaffected;train
unripe_plum_378.png;unripe;train
unaffected_plum_1473.png;unaffected;train
unaffected_plum_1323.png;unaffected;train
unaffected_plum_1018.png;unaffected;train
rotten_plum_521.png;rotten;train
unaffected_plum_573.png;unaffected;train
spotted_plum_294.png;spotted;train
unaffected_plum_323.png;unaffected;train
unaffected_plum_732.png;unaffected;train
unaffected_plum_1048.png;unaffected;train
spotted_plum_442.png;spotted;train
unaffected_plum_559.png;unaffected;train
unaffected_plum_1443.png;unaffected;train
unaffected_plum_1049.png;unaffected;train
spotted_plum_663.png;spotted;train
unaffected_plum_106.png;unaffected;train
unaffected_plum_1624.png;unaffected;train
unaffected_plum_587.png;unaffected;train
unaffected_plum_878.png;unaffected;train
unaffected_plum_434.png;unaffected;train
rotten_plum_367.png;rotten;train
unripe_plum_412.png;unripe;train
unripe_plum_102.png;unripe;train
unaffected_plum_774.png;unaffected;train
unaffected_plum_1673.png;unaffected;train
unaffected_plum_659.png;unaffected;train
unripe_plum_528.png;unripe;train
unripe_plum_5.png;unripe;train
unaffected_plum_1257.png;unaffected;train
unaffected_plum_189.png;unaffected;train
rotten_plum_274.png;rotten;train
unripe_plum_633.png;unripe;train
rotten_plum_683.png;rotten;train
unaffected_plum_697.png;unaffected;train
bruised_plum_84.png;bruised;train
spotted_plum_475.png;spotted;train
unripe_plum_73.png;unripe;train
unripe_plum_779.png;unripe;train
spotted_plum_295.png;spotted;train
bruised_plum_97.png;bruised;train
bruised_plum_271.png;bruised;train
spotted_plum_139.png;spotted;train
rotten_plum_179.png;rotten;train
unaffected_plum_1625.png;unaffected;train
unaffected_plum_844.png;unaffected;train
unaffected_plum_1488.png;unaffected;train
unripe_plum_457.png;unripe;train
unaffected_plum_1523.png;unaffected;train
spotted_plum_268.png;spotted;train
rotten_plum_712.png;rotten;train
unaffected_plum_903.png;unaffected;train
unaffected_plum_1258.png;unaffected;train
cracked_plum_70.png;cracked;train
spotted_plum_364.png;spotted;train
cracked_plum_83.png;cracked;train
bruised_plum_151.png;bruised;train
rotten_plum_82.png;rotten;train
rotten_plum_702.png;rotten;train
unripe_plum_734.png;unripe;train
spotted_plum_551.png;spotted;train
bruised_plum_72.png;bruised;train
bruised_plum_193.png;bruised;train
unaffected_plum_1614.png;unaffected;train
unaffected_plum_1046.png;unaffected;train
rotten_plum_275.png;rotten;train
unaffected_plum_601.png;unaffected;train
unaffected_plum_614.png;unaffected;train
rotten_plum_468.png;rotten;train
rotten_plum_261.png;rotten;train
unaffected_plum_120.png;unaffected;train
unaffected_plum_660.png;unaffected;train
unaffected_plum_1412.png;unaffected;train
unaffected_plum_1627.png;unaffected;train
rotten_plum_608.png;rotten;train
rotten_plum_128.png;rotten;train
bruised_plum_228.png;bruised;train
unaffected_plum_1552.png;unaffected;train
unaffected_plum_1186.png;unaffected;train
unripe_plum_48.png;unripe;train
unaffected_plum_86.png;unaffected;train
unaffected_plum_1514.png;unaffected;train
rotten_plum_278.png;rotten;train
unaffected_plum_105.png;unaffected;train
cracked_plum_88.png;cracked;train
unaffected_plum_1291.png;unaffected;train
unaffected_plum_1214.png;unaffected;train
unripe_plum_379.png;unripe;train
unaffected_plum_269.png;unaffected;train
unaffected_plum_76.png;unaffected;train
spotted_plum_340.png;spotted;train
unaffected_plum_195.png;unaffected;train
unaffected_plum_934.png;unaffected;train
bruised_plum_176.png;bruised;train
unaffected_plum_486.png;unaffected;train
rotten_plum_219.png;rotten;train
cracked_plum_20.png;cracked;train
spotted_plum_343.png;spotted;train
unaffected_plum_1634.png;unaffected;train
unripe_plum_254.png;unripe;train
spotted_plum_454.png;spotted;train
rotten_plum_449.png;rotten;train
bruised_plum_164.png;bruised;train
unaffected_plum_609.png;unaffected;train
unaffected_plum_101.png;unaffected;train
unripe_plum_184.png;unripe;train
unripe_plum_415.png;unripe;train
rotten_plum_349.png;rotten;train
unripe_plum_51.png;unripe;train
rotten_plum_599.png;rotten;train
unaffected_plum_913.png;unaffected;train
unaffected_plum_1425.png;unaffected;train
unripe_plum_511.png;unripe;train
unripe_plum_272.png;unripe;train
unripe_plum_55.png;unripe;train
unaffected_plum_382.png;unaffected;train
unaffected_plum_16.png;unaffected;train
unaffected_plum_146.png;unaffected;train
rotten_plum_444.png;rotten;train
rotten_plum_718.png;rotten;train
cracked_plum_44.png;cracked;train
spotted_plum_619.png;spotted;train
spotted_plum_29.png;spotted;train
rotten_plum_247.png;rotten;train
bruised_plum_259.png;bruised;train
cracked_plum_37.png;cracked;train
unaffected_plum_1656.png;unaffected;train
unaffected_plum_1669.png;unaffected;train
unripe_plum_618.png;unripe;train
unripe_plum_122.png;unripe;train
rotten_plum_68.png;rotten;train
spotted_plum_641.png;spotted;train
unaffected_plum_1143.png;unaffected;train
unripe_plum_706.png;unripe;train
unaffected_plum_611.png;unaffected;train
bruised_plum_212.png;bruised;train
bruised_plum_318.png;bruised;train
rotten_plum_196.png;rotten;train
unaffected_plum_1640.png;unaffected;train
cracked_plum_158.png;cracked;train
bruised_plum_61.png;bruised;train
unripe_plum_369.png;unripe;train
unripe_plum_394.png;unripe;train
unaffected_plum_234.png;unaffected;train
unaffected_plum_8.png;unaffected;train
unripe_plum_288.png;unripe;train
unaffected_plum_680.png;unaffected;train
unaffected_plum_1590.png;unaffected;train
rotten_plum_153.png;rotten;train
rotten_plum_561.png;rotten;train
spotted_plum_402.png;spotted;train
spotted_plum_322.png;spotted;train
unaffected_plum_447.png;unaffected;train
unripe_plum_350.png;unripe;train
unaffected_plum_283.png;unaffected;train
unaffected_plum_1708.png;unaffected;train
spotted_plum_403.png;spotted;train
unaffected_plum_1661.png;unaffected;train
spotted_plum_306.png;spotted;train
rotten_plum_232.png;rotten;train
unaffected_plum_1393.png;unaffected;train
unaffected_plum_1519.png;unaffected;train
unaffected_plum_417.png;unaffected;train
unaffected_plum_849.png;unaffected;train
rotten_plum_536.png;rotten;train
unaffected_plum_1108.png;unaffected;train
unaffected_plum_331.png;unaffected;train
unaffected_plum_797.png;unaffected;train
unaffected_plum_733.png;unaffected;train
bruised_plum_12.png;bruised;train
spotted_plum_397.png;spotted;train
unaffected_plum_1122.png;unaffected;train
unaffected_plum_1272.png;unaffected;train
unaffected_plum_806.png;unaffected;train
bruised_plum_104.png;bruised;train
spotted_plum_233.png;spotted;train
unaffected_plum_286.png;unaffected;train
unaffected_plum_267.png;unaffected;train
spotted_plum_545.png;spotted;train
unaffected_plum_1682.png;unaffected;train
unaffected_plum_930.png;unaffected;train
rotten_plum_47.png;rotten;train
cracked_plum_9.png;cracked;train
unaffected_plum_1169.png;unaffected;train
spotted_plum_564.png;spotted;train
unaffected_plum_143.png;unaffected;train
unripe_plum_713.png;unripe;train
unaffected_plum_920.png;unaffected;train
rotten_plum_322.png;rotten;train
unripe_plum_324.png;unripe;train
unaffected_plum_532.png;unaffected;train
unaffected_plum_1060.png;unaffected;train
spotted_plum_596.png;spotted;train
unaffected_plum_1074.png;unaffected;train
unaffected_plum_867.png;unaffected;train
spotted_plum_255.png;spotted;train
cracked_plum_115.png;cracked;train
rotten_plum_408.png;rotten;train
rotten_plum_137.png;rotten;train
bruised_plum_237.png;bruised;train
spotted_plum_607.png;spotted;train
unripe_plum_579.png;unripe;train
unaffected_plum_276.png;unaffected;train
rotten_plum_6.png;rotten;train
unaffected_plum_772.png;unaffected;train
cracked_plum_43.png;cracked;train
spotted_plum_392.png;spotted;train
unaffected_plum_1411.png;unaffected;train
rotten_plum_587.png;rotten;train
unaffected_plum_1330.png;unaffected;train
unripe_plum_234.png;unripe;train
unaffected_plum_875.png;unaffected;train
unaffected_plum_1596.png;unaffected;train
unripe_plum_534.png;unripe;train
unripe_plum_384.png;unripe;train
rotten_plum_113.png;rotten;train
unaffected_plum_1191.png;unaffected;train
unaffected_plum_510.png;unaffected;train
unripe_plum_551.png;unripe;train
unripe_plum_233.png;unripe;train
unripe_plum_810.png;unripe;train
unaffected_plum_649.png;unaffected;train
spotted_plum_348.png;spotted;train
rotten_plum_525.png;rotten;train
rotten_plum_665.png;rotten;train
rotten_plum_121.png;rotten;train
unripe_plum_654.png;unripe;train
unaffected_plum_1679.png;unaffected;train
rotten_plum_605.png;rotten;train
unripe_plum_610.png;unripe;train
unaffected_plum_1166.png;unaffected;train
unaffected_plum_426.png;unaffected;train
spotted_plum_404.png;spotted;train
unaffected_plum_1162.png;unaffected;train
unaffected_plum_42.png;unaffected;train
unaffected_plum_477.png;unaffected;train
bruised_plum_51.png;bruised;train
cracked_plum_131.png;cracked;train
spotted_plum_206.png;spotted;train
unripe_plum_230.png;unripe;train
unaffected_plum_871.png;unaffected;train
unaffected_plum_1380.png;unaffected;train
unaffected_plum_1012.png;unaffected;train
unaffected_plum_1688.png;unaffected;train
unaffected_plum_233.png;unaffected;train
bruised_plum_319.png;bruised;train
unripe_plum_236.png;unripe;train
unaffected_plum_448.png;unaffected;train
unaffected_plum_390.png;unaffected;train
cracked_plum_119.png;cracked;train
